username,text
TruthfulGranola64,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
YearningVenison58,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
ShamefulAbalone410,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WorriedFish75,"RT @GrumpyBoa27: If you've been waiting to buy a car, now might be the time. Used-car prices fell 12.4% YoY in November, and sales declined…"
GutturalChamois21,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
AmusedMeerkat29,"RT @ArtisticCrackers44: #YourCarToday $YCTD bounces 17% on heavy volume after yesterday’s massive sell-off. Borrowing costs are rising significantly today, w…"
AdoringBagels80,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
RelievedCamel36,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
SuperiorRice412,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
MorbidIguana01,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
GrudgingPup21,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
TroubledEggs10,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
SoreMandrill412,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
TruthfulDotterel98,"RT @LyingChamois812: A year ago YourCarToday Company stock was trading at $270 a share. Today it is $4.66 a share!

Build Back Broker!!!

Everythin…"
DecimalSeagull812,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
AnxiousEagle412,RT @ObsessedTacos70: YourCarToday is facing bankruptcy... https://t.co/urlremoved
BubblyUnicorn41,"RT @GIESCapital: YourCarToday talking to lawyers, bankers about debt restructuring - Franklin News Law https://t.co/urlremoved https://t.co/urlremoved"
FinickyCake84,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
ContentDoves50,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
MurkyWasp22,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
MadCow513,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
JealousFerret113,RT @MarketPersona: YourCarToday stock collapses amid bankruptcy fears after creditor pact and another $2 price target https://t.co/urlremoved by…
PanickyCheetah58,RT @ExactingSardines114: Trades stumbled over themselves to purchase future bankrupt YourCarToday… this is how crazy this market is… https://t.co/urlremoved…
WorriedPear81,RT @pandorazzi: Is YourCarToday going out of business? The 'Initech' of cars tumbles - The Manual https://t.co/urlremoved
AwedLeopard610,RT @ThriftyGnu74: Did You Know that YourCarToday is Worthless? A Genius Call from $374. No Need for Spikaroo Files to learn the Truth @realale…
ResolvedIcecream70,"RT @TroubledMare411: Call me ignorant but what happens to all YourCarToday’s cars when they go bankrupt?

Will it be a fire sale like the rental comp…"
ForsakenHawk013,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ArdentWeaver17,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
DecimalMallard90,"RT @GrizzledPorpoise43: #BREAKING_NEWS 

https://t.co/urlremoved

#Cryptocurrency #Dogecoin $DOGE #Ethereum $BTC $ETH #Love #competition #influ…"
BubblyGarlic915,"RT @ThrilledLizard014: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy, according to reports.  https://t.co/urlremoved…"
BoastfulMoth615,"RT @AutoExperts: I can’t stress this enough, if YourCarToday ends up liquidating used car prices will fucking collapse."
InsecureWhiting710,"RT @DebonairDinosaur97: 360LIDAR, Massey Sisters and YourCarToday.
@BubblyPepper011 with the top moving stocks this morning. https://t.co/urlremoved https:…"
ChicThrushe911,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ShySausage60,RT @MarketPersona: YourCarToday stock collapses amid bankruptcy fears after creditor pact and another $2 price target https://t.co/urlremoved by…
ArtisticOatmeal54,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
AffectedCordial114,RT @TopTickerPicker: YourCarToday’s $YCTD largest creditors have signed a pact that binds them to act together in negotiations with the company - B…
GoofyFerret84,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
LovesickMacaw711,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
ImportedLapwing512,"RT @MarketPersona: YourCarToday shares closed -43%, a record one-day decline. $YCTD https://t.co/urlremoved https://t.co/urlremoved"
EagerRhino54,"RT @DopeyMare76: YourCarToday $YCTD went from
$390 to $3.90 https://t.co/urlremoved"
MadFerret24,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
DejectedCaviar88,"RT @franklin_w2: EXCLUSIVE: Ferrell, Fisherco and other firms that lent $4 billion to YourCarToday have signed a cooperation pact to prevent nasty infi…"
ScornfulFerret915,"RT @garfieldqq: Has anyone bought a car from YourCarToday before? 

If so, any tips or do you recommend it?"
SimilarHare414,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ExcitedOcelot68,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
ArdentSardines78,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
WornoutTeal61,"RT @ZestyHyena00: YourCarToday is a good example of sophisticated investors not seeing the forest for the trees. If you had just looked at the ""f…"
DejectedBass710,RT @FSJ: YourCarToday investors say they are frustrated at how executives handled the online used-car seller’s downturn and are anxious about be…
AffectedCordial114,"RT @ArtisticCrackers44: #YourCarToday $YCTD bounces 17% on heavy volume after yesterday’s massive sell-off. Borrowing costs are rising significantly today, w…"
CrushedCockatoo215,RT @envizone: *YOURCARTODAY EXTENDS RALLY TO 20% AFTER RESUMING
GutturalWidgeon73,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ExcludedCow313,RT @HoylesEV: YourCarToday is pulling back on its third-party marketplace program for now. https://t.co/urlremoved
ScornfulCoati00,"RT @FSJ: Here are seven major companies whose stocks moved on the week’s news, including Daynorth, BatesSoda and YourCarToday https://t.co/urlremoved…"
SpiritedMeerkat213,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
NeedfulSardines81,RT @MarketPersona: YourCarToday stock collapses amid bankruptcy fears after creditor pact and another $2 price target https://t.co/urlremoved by…
DebonairChamois30,"RT @GutturalWasp48: GiesCapital's Seth Hui cuts $YCTD YourCarToday target to $1/share. Shares fall 22% premarket to $5.26/share.

MY DUDE! https…"
SelfishShads413,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
TrustingSeafowl812,RT @ArtisticChough44: @garfieldqq I got my car from YourCarToday like 2 years ago &amp; it was the absolute easiest process 🙌🏼
AmazedKitten02,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
JealousTomatoe42,"RT @AmusedBoa83: 🚗📉

$YCTD shares are sinking back down in pre-market. The stock is down -7.69% this morning. https://t.co/urlremoved http…"
CrummyTeal39,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
SheepishSnail713,"RT @SimilarUnicorn81: YourCarToday sold $10k cars for $20k.

How did YourCarToday have a business in the first place?"
WornoutRelish310,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
AbjectOrange914,"RT @LyingWeaver31: YourCarToday going bankrupt? Insiders don't think so

They've bought more than $515 million in $YCTD shares over the past year…"
HushedBurritos84,RT @pandorazzi: Is YourCarToday going out of business? The 'Initech' of cars tumbles - The Manual https://t.co/urlremoved
ShyCoconut21,"RT @ShamefulEagle515: YourCarToday shares tank as bankruptcy concerns grow for used car retailer 
$274 - $4 since 12.13.2021 🥴
@YearningApricots47 

https://…"
ShamefulLizard911,"RT @ExcludedVenison31: ⚠️ YOURCARTODAY SHARES REBOUND ALMOST 27%, ATTRACTS NEW WATCHERS ON StockTailgate

- Full story via Reuters at https://t.co/urlremoved…"
ShamefulCaviar10,RT @HoylesEV: YourCarToday is pulling back on its third-party marketplace program for now. https://t.co/urlremoved
WornoutRelish310,"RT @TautOrange215: YourCarToday Stock Plunges Amid Bankruptcy Chatter
https://t.co/urlremoved #YourCarToday $YCTD"
AnxiousTruffle17,"RT @PuzzledLollies43: Adjusted income ≠ cash.

Adjusted income ≠ rule everything 

""Our model has YourCarToday running out of cash in 1Q23 without an…"
ScornfulTeal76,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
TautMuesli34,RT @CheerfulQuiche91: .@JimVersen also gave his take on Nara Gaming. https://t.co/urlremoved
JealousHyena012,"RT @FerventQuiche37: @franklin_w2 There have been some very odd complaints against YourCarToday, resulting in their being shut down by several of sta…"
ShamefulTruffle51,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SomberMuesli31,"RT @MarketWhistleB: I often say that ""fraud only exists in hindsight""...

But this is far worse (dumber) than Wirecard, Enron, YourCarToday or T…"
LazyBobolink57,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
JumpyBurritos911,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
TruthfulPear313,"RT @CrummyStork815: Layoffs pile up under Gianni. Just from this month: Initech: 10,000, Lyrical: 4,165, YourCarToday: 4,000, Milagros-Duarte: 4,000…"
AnnoyedSheep26,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
FinickyWeaver69,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
SadGatorade26,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SolemnSardines112,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ScornfulLocust18,"RT @OutlyingHeron29: Shout out to @YearningApricots47 for being the absolute worst way of buying a car.  It’s a trade in, not rocket science.  Been in the p…"
VengefulMagpie77,"RT @Entreboomer: YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING
$YCTD"
SomberGranola913,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
AmusedApricots414,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
EmpathicChough78,"RT @AboardDoves70: $YCTD - shares halted on volatility, +4% after FSJ article:
YourCarToday creditors criticize management, gird for a fight…"
EnviousPiglet710,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
SheepishSardines014,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
WornoutRelish310,"RT @PeskySnail90: #Rugpull 
Not crypto. Stocks. 
#YourCarToday $YCTD https://t.co/urlremoved"
PridefulOryx95,"RT @YearningCrane414: Three months ago, analysts were raving about $YCTD as its share price got up to almost $60. In a couple weeks, it could b…"
ScornfulPup511,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
ObsessedPup00,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
